,나이__은행마케팅.csv,직업__은행마케팅.csv,혼인여부__은행마케팅.csv,학업__은행마케팅.csv,신용카드 소지 여부__은행마케팅.csv,연봉__은행마케팅.csv,집담보 대출__은행마케팅.csv,기타 대출__은행마케팅.csv,연락 방법__은행마케팅.csv,최근 연락한 날 (일)__은행마케팅.csv,최근 연락한 날 (월)__은행마케팅.csv,최근 연락 기간__은행마케팅.csv,최근 켐페인 참가 여부__은행마케팅.csv,최근 켐페인 이후 시간 소요 (일)__은행마케팅.csv,최근 켐페인 이후 연락 횟수__은행마케팅.csv,이전 마케팅 성공 여부 __은행마케팅.csv,과금 여부__은행마케팅.csv
14865,41,entrepreneur,married,tertiary,no,102,no,no,unknown,15,may,323,1,-1,0,unknown,1
14866,28,services,single,tertiary,no,737,yes,yes,unknown,27,may,955,1,-1,0,unknown,1
14867,38,technician,married,secondary,no,63,no,no,cellular,20,aug,320,4,-1,0,unknown,1
14868,36,services,single,secondary,no,365,no,no,cellular,4,may,643,1,-1,0,unknown,2
14869,47,technician,divorced,secondary,no,165,no,no,unknown,18,jun,99,3,-1,0,unknown,1
14870,37,blue-collar,married,secondary,no,426,no,no,unknown,17,jun,285,1,-1,0,unknown,1
14871,37,blue-collar,divorced,primary,no,139,yes,no,unknown,7,may,71,1,-1,0,unknown,1
14872,43,technician,married,secondary,no,672,yes,no,unknown,14,may,267,8,-1,0,unknown,1
14873,74,management,married,tertiary,no,4515,no,no,telephone,17,apr,1161,5,-1,0,unknown,1
14874,24,student,single,unknown,no,358,no,no,cellular,14,sep,407,2,92,2,success,1
14875,29,blue-collar,single,secondary,no,260,yes,no,unknown,2,jun,707,14,-1,0,unknown,2
14876,34,technician,single,secondary,no,1183,yes,no,unknown,20,may,438,2,-1,0,unknown,1
14877,46,technician,married,secondary,no,1571,yes,no,unknown,7,may,489,2,-1,0,unknown,1
14878,29,management,single,tertiary,no,144,yes,no,unknown,2,jun,105,3,-1,0,unknown,1
14879,27,unemployed,single,primary,no,1088,no,no,cellular,3,feb,201,1,-1,0,unknown,1
14880,31,technician,single,secondary,no,2305,no,no,cellular,4,aug,139,1,-1,0,unknown,1
14881,55,unemployed,divorced,secondary,no,309,no,no,cellular,21,oct,467,2,184,1,success,2
14882,32,management,single,tertiary,no,258,yes,no,cellular,29,aug,131,4,-1,0,unknown,1
14883,23,services,single,secondary,no,210,yes,no,unknown,20,may,507,1,-1,0,unknown,1
14884,44,management,married,secondary,no,488,no,yes,cellular,29,jan,138,2,183,11,failure,1
14885,59,blue-collar,married,primary,no,80,yes,no,telephone,31,jul,46,21,-1,0,unknown,1
14886,55,unemployed,married,secondary,no,3982,no,no,cellular,30,jan,89,1,-1,0,unknown,1
14887,49,admin.,married,secondary,no,880,yes,yes,cellular,18,may,22,3,-1,0,unknown,1
14888,34,management,married,tertiary,no,4170,yes,no,unknown,21,may,935,1,-1,0,unknown,1
14889,23,services,single,secondary,no,425,yes,no,unknown,3,jun,768,1,-1,0,unknown,2
14890,26,student,single,secondary,no,132,no,no,cellular,4,jun,217,1,-1,0,unknown,2
14891,41,blue-collar,married,primary,no,16431,no,no,unknown,9,jun,139,1,-1,0,unknown,1
14892,31,blue-collar,single,secondary,no,726,no,no,cellular,7,jul,719,2,-1,0,unknown,2
14893,49,technician,married,secondary,no,324,no,no,cellular,4,aug,227,1,-1,0,unknown,1
14894,51,admin.,single,secondary,no,1994,no,no,unknown,18,jun,771,2,-1,0,unknown,2
14895,44,blue-collar,married,primary,no,2470,no,no,telephone,21,jul,19,1,-1,0,unknown,1
14896,34,management,married,tertiary,no,4131,yes,no,unknown,27,may,172,7,-1,0,unknown,1
14897,31,services,single,secondary,no,78,yes,yes,cellular,7,jul,104,1,-1,0,unknown,1
14898,38,services,married,tertiary,no,1324,yes,no,cellular,3,feb,178,1,-1,0,unknown,1
14899,25,management,single,tertiary,no,295,no,no,cellular,5,jun,169,1,-1,0,unknown,1
14900,42,management,married,tertiary,no,144,no,no,cellular,4,mar,148,1,87,4,failure,2
14901,36,entrepreneur,married,tertiary,no,99,yes,no,cellular,21,jul,165,2,-1,0,unknown,1
14902,42,technician,married,secondary,no,315,yes,no,cellular,5,feb,208,1,275,2,failure,1
14903,29,services,single,secondary,no,887,no,no,cellular,4,feb,343,1,-1,0,unknown,1
14904,33,management,married,tertiary,no,150,no,no,cellular,21,aug,151,2,-1,0,unknown,1
14905,46,admin.,married,secondary,no,196,yes,no,telephone,14,may,29,2,-1,0,unknown,1
14906,40,technician,single,unknown,no,3652,yes,no,unknown,14,may,1028,2,-1,0,unknown,2
14907,36,technician,married,secondary,no,432,yes,no,cellular,29,aug,65,2,-1,0,unknown,1
14908,44,entrepreneur,married,tertiary,no,3463,yes,yes,cellular,28,aug,210,3,-1,0,unknown,1
14909,35,management,single,secondary,no,356,yes,no,cellular,11,may,7,5,171,12,failure,1
14910,30,management,single,tertiary,no,1243,yes,no,unknown,23,may,135,1,-1,0,unknown,1
14911,65,retired,married,unknown,no,679,no,no,cellular,13,may,593,2,178,1,success,1
14912,43,technician,married,secondary,no,308,yes,no,cellular,3,feb,137,3,264,4,other,1
14913,40,blue-collar,married,primary,no,3658,yes,no,unknown,14,may,977,1,-1,0,unknown,1
14914,43,blue-collar,married,secondary,no,2706,yes,yes,unknown,14,may,44,1,-1,0,unknown,1
14915,48,blue-collar,married,primary,no,490,yes,no,unknown,19,may,622,2,-1,0,unknown,1
14916,46,technician,married,secondary,no,2098,no,no,cellular,7,aug,110,2,-1,0,unknown,1
14917,48,management,married,tertiary,no,1167,yes,yes,cellular,26,jan,122,4,50,4,other,1
14918,55,blue-collar,married,primary,no,1373,no,no,unknown,9,may,1087,2,-1,0,unknown,1
14919,47,blue-collar,married,secondary,no,1875,yes,no,cellular,14,jul,157,3,-1,0,unknown,1
14920,33,technician,divorced,secondary,no,4369,yes,no,unknown,21,may,433,3,-1,0,unknown,1
14921,57,admin.,married,secondary,no,100,no,no,unknown,28,may,23,16,-1,0,unknown,1
14922,42,blue-collar,divorced,primary,no,103,yes,no,cellular,6,feb,170,1,-1,0,unknown,1
14923,75,retired,married,primary,no,962,no,no,cellular,17,jun,344,1,-1,0,unknown,1
14924,41,management,married,secondary,no,280,yes,no,cellular,27,feb,87,2,-1,0,unknown,2
14925,59,management,married,tertiary,no,518,no,no,cellular,11,aug,230,2,-1,0,unknown,1
14926,37,blue-collar,single,secondary,no,690,yes,no,cellular,18,nov,105,1,179,2,failure,1
14927,27,blue-collar,single,secondary,no,100,yes,no,cellular,11,may,177,4,367,1,failure,1
14928,43,self-employed,married,tertiary,no,6424,no,no,cellular,20,nov,55,1,-1,0,unknown,1
14929,29,admin.,single,tertiary,no,507,yes,no,unknown,20,jun,20,33,-1,0,unknown,1
14930,57,retired,married,tertiary,no,11254,no,no,cellular,30,jul,229,2,-1,0,unknown,1
14931,35,management,married,tertiary,no,2161,no,no,cellular,9,sep,569,3,-1,0,unknown,2
14932,39,services,married,secondary,no,100,yes,no,cellular,8,may,132,1,-1,0,unknown,1
14933,34,management,single,tertiary,no,2159,no,no,unknown,18,feb,386,1,-1,0,unknown,2
14934,50,admin.,married,secondary,no,761,no,yes,cellular,5,feb,273,3,-1,0,unknown,1
14935,58,management,divorced,primary,no,5914,no,no,unknown,17,jun,69,4,-1,0,unknown,1
14936,32,blue-collar,single,primary,no,315,yes,no,unknown,30,may,61,2,-1,0,unknown,1
14937,40,management,married,tertiary,no,995,yes,no,cellular,22,jul,96,2,-1,0,unknown,1
14938,33,management,single,tertiary,no,3406,yes,no,cellular,21,nov,321,1,-1,0,unknown,1
14939,37,services,married,secondary,no,718,no,yes,unknown,9,jun,215,3,-1,0,unknown,1
14940,39,blue-collar,married,primary,no,95,yes,no,unknown,16,may,230,1,-1,0,unknown,1
14941,33,management,married,tertiary,no,1163,yes,no,cellular,10,jul,210,1,-1,0,unknown,1
14942,35,management,single,tertiary,no,1599,yes,yes,cellular,13,apr,407,1,-1,0,unknown,2
14943,52,blue-collar,married,primary,no,994,no,no,cellular,22,aug,109,2,-1,0,unknown,1
14944,34,management,married,tertiary,no,1778,no,no,cellular,5,feb,99,1,93,3,success,1
14945,42,unemployed,divorced,primary,no,1699,no,yes,cellular,17,jul,207,2,-1,0,unknown,1
14946,46,admin.,single,secondary,no,1070,yes,no,cellular,6,apr,194,2,-1,0,unknown,1
14947,30,management,single,tertiary,no,572,no,no,cellular,17,jun,339,3,183,2,success,2
14948,47,blue-collar,divorced,secondary,no,3823,yes,yes,cellular,17,apr,647,2,-1,0,unknown,1
14949,33,management,married,tertiary,no,17946,yes,no,cellular,6,feb,195,5,259,1,failure,1
14950,32,blue-collar,single,primary,no,5418,yes,no,unknown,6,jun,25,6,-1,0,unknown,1
14951,31,blue-collar,married,secondary,no,557,yes,yes,unknown,27,may,185,1,-1,0,unknown,1
14952,42,technician,divorced,tertiary,no,2611,yes,no,cellular,25,jun,300,1,389,3,failure,2
14953,36,services,married,secondary,no,143,yes,yes,unknown,5,may,350,1,-1,0,unknown,1
14954,43,admin.,married,secondary,no,1138,no,no,cellular,16,apr,132,2,-1,0,unknown,1
14955,42,blue-collar,married,tertiary,no,1993,yes,no,cellular,20,apr,97,2,-1,0,unknown,1
14956,38,self-employed,married,tertiary,no,3139,yes,no,cellular,18,nov,177,2,-1,0,unknown,1
14957,26,student,single,secondary,no,132,no,no,cellular,1,oct,194,1,119,1,success,2
14958,38,technician,divorced,secondary,no,1559,yes,no,cellular,18,may,22,6,179,10,failure,1
14959,46,admin.,divorced,secondary,no,2087,no,no,cellular,1,jun,111,1,119,4,other,1
14960,31,self-employed,single,tertiary,no,1657,yes,yes,cellular,28,jan,872,1,-1,0,unknown,2
14961,29,self-employed,single,tertiary,no,1579,no,no,cellular,13,jul,178,1,181,4,success,2
14962,42,blue-collar,divorced,primary,no,301,yes,no,cellular,17,jul,1175,2,-1,0,unknown,2
14963,27,management,married,tertiary,no,54,yes,yes,cellular,7,jul,72,1,-1,0,unknown,1
14964,33,technician,single,secondary,no,12177,no,no,cellular,18,aug,76,5,-1,0,unknown,1
14965,42,management,married,tertiary,no,1767,yes,no,unknown,30,may,283,1,-1,0,unknown,1
14966,26,technician,single,secondary,no,4859,no,no,cellular,19,oct,90,2,92,3,other,1
14967,45,admin.,divorced,secondary,no,2353,yes,no,cellular,5,mar,182,1,107,2,other,2
14968,44,entrepreneur,married,tertiary,no,5156,yes,no,cellular,4,feb,54,1,-1,0,unknown,1
14969,27,admin.,married,secondary,no,1475,yes,no,unknown,27,may,472,1,-1,0,unknown,1
14970,58,technician,married,secondary,no,385,no,no,cellular,20,aug,64,1,-1,0,unknown,1
14971,30,management,married,tertiary,no,604,no,no,cellular,25,aug,132,2,-1,0,unknown,1
14972,41,housemaid,married,primary,no,1529,no,no,cellular,7,jul,61,6,-1,0,unknown,1
14973,30,management,married,tertiary,no,696,no,no,cellular,22,aug,187,4,-1,0,unknown,1
14974,29,blue-collar,married,secondary,no,125,yes,no,unknown,13,may,50,1,-1,0,unknown,1
14975,79,retired,married,secondary,no,4738,no,no,telephone,9,jul,151,5,-1,0,unknown,1
14976,27,unemployed,married,secondary,no,724,yes,yes,cellular,17,apr,200,3,-1,0,unknown,1
14977,47,blue-collar,married,primary,no,85,no,no,cellular,25,aug,454,4,-1,0,unknown,1
14978,45,housemaid,divorced,primary,no,221,no,no,unknown,12,jun,93,1,-1,0,unknown,1
14979,43,management,married,tertiary,no,13851,yes,no,cellular,21,nov,259,1,-1,0,unknown,1
14980,55,blue-collar,married,primary,no,158,yes,no,unknown,15,may,176,18,-1,0,unknown,1
14981,45,unemployed,married,secondary,no,1040,no,no,telephone,26,may,137,5,-1,0,unknown,1
14982,54,entrepreneur,single,tertiary,no,5417,yes,no,cellular,3,apr,376,1,-1,0,unknown,1
14983,33,management,single,tertiary,no,1308,no,no,cellular,7,aug,194,6,-1,0,unknown,1
14984,44,blue-collar,married,secondary,no,1944,yes,no,unknown,14,may,222,5,-1,0,unknown,1
14985,39,technician,divorced,secondary,no,385,no,no,cellular,26,aug,143,1,93,1,failure,1
14986,39,management,divorced,tertiary,no,5009,yes,no,cellular,18,nov,255,1,126,2,failure,1
14987,38,admin.,married,secondary,no,137,yes,no,cellular,31,jul,27,22,-1,0,unknown,1
14988,40,admin.,married,secondary,no,1142,yes,no,cellular,4,feb,126,1,-1,0,unknown,1
14989,36,technician,married,secondary,no,1840,no,no,cellular,19,aug,61,6,-1,0,unknown,1
14990,39,technician,divorced,secondary,no,17441,yes,yes,cellular,7,apr,1,1,-1,0,unknown,1
14991,29,services,single,primary,no,95,yes,no,unknown,13,may,266,2,-1,0,unknown,1
14992,39,management,married,tertiary,no,839,no,yes,cellular,11,oct,365,2,774,11,failure,1
14993,35,self-employed,married,tertiary,no,182,no,yes,unknown,5,jun,379,1,-1,0,unknown,1
14994,32,technician,married,secondary,no,3095,no,no,cellular,12,aug,204,10,-1,0,unknown,1
14995,55,blue-collar,divorced,secondary,no,1613,yes,no,cellular,3,apr,296,1,270,3,failure,2
14996,53,blue-collar,divorced,primary,no,4401,no,no,telephone,11,aug,254,1,-1,0,unknown,2
14997,55,management,married,tertiary,no,1402,yes,no,cellular,11,may,125,2,175,1,failure,1
14998,24,technician,single,secondary,no,681,yes,no,unknown,4,jun,180,2,-1,0,unknown,1
14999,40,admin.,married,secondary,no,1060,yes,no,cellular,17,apr,14,3,-1,0,unknown,1
15000,46,blue-collar,married,primary,no,333,yes,no,cellular,31,jul,284,4,-1,0,unknown,1
15001,25,services,single,secondary,no,88,yes,no,cellular,29,jul,121,18,-1,0,unknown,1
15002,55,housemaid,divorced,tertiary,no,6920,yes,no,unknown,6,may,406,3,-1,0,unknown,1
15003,50,blue-collar,divorced,secondary,no,204,yes,yes,unknown,14,may,421,1,-1,0,unknown,1
15004,32,blue-collar,married,secondary,no,1779,yes,no,cellular,13,may,191,1,342,2,failure,1
15005,26,management,single,tertiary,no,222,no,no,cellular,26,oct,318,1,120,3,success,2
15006,46,entrepreneur,married,secondary,no,294,yes,no,cellular,17,jul,228,1,-1,0,unknown,1
15007,33,technician,divorced,secondary,no,1480,yes,no,cellular,5,may,223,1,-1,0,unknown,1
15008,40,entrepreneur,married,tertiary,no,3571,no,no,unknown,9,jun,222,3,-1,0,unknown,1
15009,50,technician,married,secondary,no,2406,yes,no,telephone,14,jul,197,5,-1,0,unknown,1
15010,53,admin.,married,secondary,no,1815,no,no,cellular,29,jul,86,6,-1,0,unknown,1
15011,60,admin.,married,secondary,no,3735,no,no,cellular,22,sep,183,1,184,11,success,2
15012,60,retired,married,unknown,no,79,yes,no,unknown,15,may,301,1,-1,0,unknown,1
15013,46,management,single,tertiary,no,502,no,no,cellular,25,jul,18,2,-1,0,unknown,1
15014,54,housemaid,married,primary,no,3304,no,yes,cellular,25,jul,90,7,-1,0,unknown,1
15015,51,housemaid,divorced,secondary,no,9228,no,no,cellular,18,jul,655,4,-1,0,unknown,2
15016,28,admin.,married,secondary,no,172,yes,no,cellular,19,oct,123,2,-1,0,unknown,1
15017,35,blue-collar,married,secondary,no,645,yes,no,cellular,29,jan,114,1,-1,0,unknown,1
15018,34,management,married,tertiary,no,498,yes,no,unknown,23,may,216,2,-1,0,unknown,1
15019,52,housemaid,married,primary,no,5137,no,no,unknown,9,jun,199,1,-1,0,unknown,1
15020,31,blue-collar,single,secondary,no,228,no,no,cellular,6,aug,744,1,88,4,other,2
15021,64,retired,married,unknown,no,679,no,no,telephone,16,nov,167,1,-1,0,unknown,2
15022,47,technician,married,secondary,no,335,no,no,cellular,17,feb,226,1,-1,0,unknown,2
15023,37,services,single,secondary,no,105,no,yes,unknown,17,jun,260,4,-1,0,unknown,1
15024,39,management,married,tertiary,no,51,no,no,cellular,20,aug,140,2,-1,0,unknown,1
15025,43,blue-collar,married,primary,no,548,no,no,cellular,30,jul,100,9,-1,0,unknown,1
15026,41,services,divorced,primary,no,308,no,no,cellular,31,jul,73,1,-1,0,unknown,1
15027,32,services,single,secondary,no,772,yes,no,unknown,15,may,697,3,-1,0,unknown,2
15028,38,unemployed,married,tertiary,no,9881,no,no,cellular,29,jul,497,2,-1,0,unknown,1
15029,33,blue-collar,married,primary,no,256,yes,no,unknown,21,may,151,2,-1,0,unknown,1
15030,51,services,married,secondary,no,2904,yes,no,cellular,17,jul,410,3,-1,0,unknown,1
15031,43,blue-collar,divorced,secondary,no,1138,no,no,unknown,19,jun,65,1,-1,0,unknown,1
15032,30,entrepreneur,married,primary,no,501,yes,yes,cellular,6,may,323,2,-1,0,unknown,1
15033,42,technician,married,secondary,no,649,yes,no,telephone,31,jul,29,4,-1,0,unknown,1
15034,28,technician,divorced,tertiary,no,594,yes,yes,unknown,18,jun,54,3,-1,0,unknown,1
15035,28,management,married,secondary,no,152,yes,no,cellular,15,apr,412,2,-1,0,unknown,1
15036,31,blue-collar,married,secondary,no,186,yes,no,unknown,8,may,257,3,-1,0,unknown,1
15037,59,unemployed,married,primary,no,19102,no,no,cellular,5,feb,462,1,-1,0,unknown,1
15038,49,management,married,tertiary,no,391,no,no,unknown,17,jun,128,1,-1,0,unknown,1
15039,32,admin.,married,secondary,no,413,yes,no,cellular,20,apr,95,3,341,2,failure,1
15040,37,management,married,tertiary,no,585,yes,no,cellular,21,apr,47,2,-1,0,unknown,1
15041,35,technician,married,secondary,no,523,yes,yes,unknown,16,may,95,1,-1,0,unknown,1
15042,56,management,married,tertiary,no,616,no,no,cellular,13,aug,293,2,105,2,success,2
15043,54,blue-collar,married,primary,no,95,no,no,cellular,25,jul,302,1,-1,0,unknown,1
15044,45,blue-collar,married,primary,no,1145,no,no,telephone,10,jul,156,7,-1,0,unknown,1
15045,34,admin.,single,secondary,no,303,no,no,cellular,4,jun,282,3,126,3,failure,2
15046,52,admin.,married,secondary,no,1004,yes,no,unknown,9,jun,144,1,-1,0,unknown,1
15047,29,services,single,tertiary,no,1788,no,no,cellular,4,feb,303,1,100,1,success,1
15048,49,technician,single,secondary,no,571,yes,no,cellular,6,may,321,1,-1,0,unknown,1
15049,32,services,single,tertiary,no,143,yes,yes,cellular,22,jul,115,3,-1,0,unknown,1
15050,37,blue-collar,married,primary,no,4997,no,no,unknown,9,jun,172,2,-1,0,unknown,1
15051,32,unemployed,single,secondary,no,747,yes,no,cellular,8,may,130,2,-1,0,unknown,1
15052,28,management,single,tertiary,no,6551,no,no,cellular,23,sep,203,1,-1,0,unknown,2
15053,36,technician,divorced,tertiary,no,1174,yes,no,cellular,18,nov,192,2,-1,0,unknown,1
15054,30,services,single,secondary,no,566,no,no,cellular,5,feb,110,1,-1,0,unknown,1
15055,45,management,divorced,tertiary,no,2307,no,no,cellular,14,aug,126,3,-1,0,unknown,1
15056,50,services,married,secondary,no,128,no,no,cellular,19,aug,173,1,-1,0,unknown,1
15057,34,technician,single,secondary,no,201,no,no,cellular,22,jul,257,2,-1,0,unknown,1
15058,57,blue-collar,married,unknown,no,4722,yes,no,unknown,18,jun,121,2,-1,0,unknown,1
15059,24,admin.,single,tertiary,no,454,yes,no,cellular,15,jun,139,1,-1,0,unknown,1
15060,30,management,married,tertiary,no,367,no,no,cellular,4,feb,170,2,-1,0,unknown,1
15061,40,technician,married,secondary,no,77,no,no,unknown,6,may,505,1,-1,0,unknown,1
15062,34,blue-collar,married,primary,no,365,yes,no,unknown,9,may,85,2,-1,0,unknown,1
15063,52,management,married,tertiary,no,994,no,no,cellular,8,sep,127,1,370,4,failure,1
15064,29,services,single,secondary,no,262,yes,no,unknown,9,may,134,1,-1,0,unknown,1
15065,39,management,single,tertiary,no,3202,yes,no,cellular,14,may,14,8,-1,0,unknown,1
15066,49,entrepreneur,divorced,secondary,no,10350,no,yes,cellular,24,jul,346,1,-1,0,unknown,1
15067,39,blue-collar,single,primary,no,581,yes,no,cellular,27,feb,233,1,270,1,other,2
15068,43,blue-collar,divorced,secondary,no,370,yes,no,unknown,7,may,216,1,-1,0,unknown,1
15069,28,services,single,primary,no,302,no,no,unknown,3,jun,248,9,-1,0,unknown,1
15070,52,services,married,secondary,no,1386,no,no,unknown,6,jun,100,1,-1,0,unknown,1
15071,36,self-employed,married,tertiary,no,1234,no,no,cellular,7,jul,106,1,-1,0,unknown,1
15072,52,management,married,tertiary,no,601,yes,no,unknown,14,may,249,2,-1,0,unknown,1
15073,32,technician,single,tertiary,no,548,no,no,cellular,18,aug,377,7,-1,0,unknown,1
15074,38,management,single,tertiary,no,8669,yes,no,telephone,21,nov,228,6,-1,0,unknown,1
15075,39,admin.,single,secondary,no,470,yes,no,unknown,20,jun,44,2,-1,0,unknown,1
15076,33,technician,single,secondary,no,5235,no,no,cellular,7,aug,67,3,-1,0,unknown,1
15077,30,management,single,tertiary,no,3779,no,no,cellular,13,apr,1093,1,-1,0,unknown,2
15078,55,blue-collar,married,secondary,no,3919,no,no,cellular,16,jul,26,2,-1,0,unknown,1
15079,50,blue-collar,married,primary,no,565,yes,yes,cellular,28,aug,36,3,-1,0,unknown,1
15080,37,blue-collar,married,secondary,no,398,yes,no,unknown,19,may,206,1,-1,0,unknown,1
15081,30,services,single,secondary,no,677,yes,no,cellular,21,nov,108,1,-1,0,unknown,1
15082,76,retired,married,primary,no,3324,no,no,cellular,13,nov,122,1,92,3,success,2
15083,32,management,married,tertiary,no,272,yes,no,cellular,3,feb,188,4,209,1,failure,1
15084,35,blue-collar,married,primary,no,994,yes,no,unknown,23,may,1349,8,-1,0,unknown,2
15085,49,services,married,secondary,no,3554,no,no,cellular,4,aug,39,1,-1,0,unknown,1
15086,30,management,married,tertiary,no,101,yes,no,cellular,17,jul,88,1,-1,0,unknown,1
15087,37,technician,married,secondary,no,1633,yes,no,unknown,19,may,229,3,-1,0,unknown,1
15088,45,technician,single,tertiary,no,1591,no,no,cellular,15,jul,392,4,-1,0,unknown,1
15089,37,admin.,married,unknown,no,2236,yes,no,unknown,3,jun,495,2,-1,0,unknown,1
15090,29,blue-collar,married,secondary,no,313,yes,no,cellular,20,apr,172,2,343,3,other,1
15091,52,services,married,primary,no,2618,yes,no,cellular,21,nov,73,2,-1,0,unknown,1
15092,30,management,single,tertiary,no,440,yes,no,cellular,11,sep,129,2,-1,0,unknown,1
15093,23,student,single,secondary,no,4409,yes,no,unknown,4,jun,299,1,-1,0,unknown,1
15094,39,management,married,tertiary,no,1572,no,no,cellular,7,aug,1462,4,-1,0,unknown,1
